Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
sample6292_S147_L001_R1_001	(1.0, 2.785026827282407)	(2.0, 0.7933359777865925)	(3.0, 0.6826864861479363)	(4.0, 0.5344579218772835)	(5.0, 0.48017703918662186)	(6.0, 0.31315893859997074)	(7.0, 0.24843942462264346)	(8.0, 0.31733439111463707)	(9.0, 0.26305350842397546)	('>10', 4.655629553852899)	('>50', 1.657654648322512)	('>100', 4.0439257604542895)	('>500', 10.26952545982171)	('>1k', 15.023278147769265)	('>5k', 33.1885843128249)	('>10k+', 24.74373160191236)
sample6292_S147_L001_R2_001	(1.0, 9.795611599407087)	(2.0, 2.2422180003757908)	(3.0, 1.0710035700119)	(4.0, 0.8267395979039228)	(5.0, 0.5532474581932817)	(6.0, 0.32568529614396957)	(7.0, 0.2922816760266394)	(8.0, 0.2505271508799766)	(9.0, 0.09394768157999123)	('>10', 3.2860811290423597)	('>50', 1.4217415812438672)	('>100', 8.089939247165912)	('>500', 26.167560909413556)	('>1k', 45.583415102611745)	('>5k', 0.0)	('>10k+', 0.0)
sample6293_S148_L001_R1_001	(1.0, 2.8343402700082048)	(2.0, 0.7732279157653962)	(3.0, 0.6078914000149176)	(4.0, 0.42763730389597476)	(5.0, 0.42888043559334676)	(6.0, 0.27597523681658837)	(7.0, 0.3567787971457696)	(8.0, 0.2983516073692847)	(9.0, 0.3244573730140971)	('>10', 4.746276820566371)	('>50', 2.632952935033938)	('>100', 8.6236045846697)	('>500', 6.042863180925387)	('>1k', 13.127470724248527)	('>5k', 0.0)	('>10k+', 58.4992914149325)
sample6293_S148_L001_R2_001	(1.0, 8.800129285696528)	(2.0, 1.5389970413465603)	(3.0, 1.3761467889908259)	(4.0, 0.9547251435817111)	(5.0, 0.764525993883792)	(6.0, 0.6265383754754978)	(7.0, 0.46990378160662344)	(8.0, 0.3580219288431416)	(9.0, 0.24614007607965988)	('>10', 5.0471146913304)	('>50', 2.396757912533254)	('>100', 6.725342482782626)	('>500', 0.0)	('>1k', 70.69565649784938)	('>5k', 0.0)	('>10k+', 0.0)
sample6294_S149_L001_R1_001	(1.0, 3.410250858362461)	(2.0, 1.2465588171610629)	(3.0, 0.7145287512759442)	(4.0, 0.5815212348046646)	(5.0, 0.471712703764422)	(6.0, 0.42686133193108355)	(7.0, 0.30313340963221874)	(8.0, 0.19796467567818365)	(9.0, 0.11135513006897832)	('>10', 4.482043985276377)	('>50', 1.5481456277645458)	('>100', 9.701815707259735)	('>500', 5.74716199078227)	('>1k', 24.942002536422407)	('>5k', 9.810077639271242)	('>10k+', 36.3048656005444)
sample6294_S149_L001_R2_001	(1.0, 10.931361935104706)	(2.0, 1.930155587862291)	(3.0, 1.2991431841380803)	(4.0, 0.7671131182529618)	(5.0, 0.5567756503448915)	(6.0, 0.4454205202759133)	(7.0, 0.32478579603452007)	(8.0, 0.27220142905750255)	(9.0, 0.29230721643106805)	('>10', 6.746264963345602)	('>50', 3.1117572458164497)	('>100', 24.898697763617804)	('>500', 14.217884871168302)	('>1k', 34.20613071854991)	('>5k', 0.0)	('>10k+', 0.0)
sample6615_S140_L001_R1_001	(1.0, 7.3649754500818325)	(2.0, 2.618657937806874)	(3.0, 0.9819967266775778)	(4.0, 1.5275504637206765)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.3818876159301691)	(8.0, 0.0)	(9.0, 0.0)	('>10', 5.782869612656847)	('>50', 0.0)	('>100', 81.34206219312603)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
sample6615_S140_L001_R2_001	(1.0, 14.12984178941626)	(2.0, 1.8548827059465356)	(3.0, 2.2913256955810146)	(4.0, 0.2182214948172395)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.6546644844517185)	('>50', 0.0)	('>100', 33.387888707037646)	('>500', 47.46317512274959)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
sample6616_S141_L001_R1_001	(1.0, 5.654905751570808)	(2.0, 2.319961333977767)	(3.0, 1.7399710004833253)	(4.0, 1.4177541485419687)	(5.0, 0.644433703882713)	(6.0, 0.8699855002416627)	(7.0, 0.5638794908973739)	(8.0, 0.2577734815530852)	(9.0, 0.0)	('>10', 3.8343805381021423)	('>50', 2.2877396487836315)	('>100', 0.0)	('>500', 0.0)	('>1k', 80.40921540196553)	('>5k', 0.0)	('>10k+', 0.0)
sample6616_S141_L001_R2_001	(1.0, 7.974867085548574)	(2.0, 1.5788625745126472)	(3.0, 1.1599806669888835)	(4.0, 1.288867407765426)	(5.0, 0.8860963428387304)	(6.0, 0.5799903334944417)	(7.0, 0.4511035927178992)	(8.0, 0.644433703882713)	(9.0, 0.14499758337361043)	('>10', 3.3671661027871758)	('>50', 1.2405348799742226)	('>100', 0.0)	('>500', 0.0)	('>1k', 80.68309972611569)	('>5k', 0.0)	('>10k+', 0.0)
sample6617_S142_L001_R1_001	(1.0, 6.8112633181126325)	(2.0, 1.9025875190258752)	(3.0, 0.684931506849315)	(4.0, 0.60882800608828)	(5.0, 0.0)	(6.0, 0.228310502283105)	(7.0, 0.2663622526636225)	(8.0, 0.30441400304414)	(9.0, 0.684931506849315)	('>10', 2.054794520547945)	('>50', 0.0)	('>100', 66.5144596651446)	('>500', 19.93911719939117)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
sample6617_S142_L001_R2_001	(1.0, 12.557077625570775)	(2.0, 1.67427701674277)	(3.0, 0.684931506849315)	(4.0, 0.76103500761035)	(5.0, 0.1902587519025875)	(6.0, 0.228310502283105)	(7.0, 0.2663622526636225)	(8.0, 0.0)	(9.0, 0.0)	('>10', 2.89193302891933)	('>50', 0.0)	('>100', 14.687975646879755)	('>500', 66.05783866057838)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
sample6618_S143_L001_R1_001	(1.0, 7.454684707684453)	(2.0, 1.6849629818738832)	(3.0, 0.9956599438345672)	(4.0, 0.3063569057952515)	(5.0, 0.2552974214960429)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.20423793719683433)	(9.0, 0.6893030380393158)	('>10', 3.3188664794485576)	('>50', 10.926729640030636)	('>100', 60.403369925963744)	('>500', 13.760531018636712)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
sample6618_S143_L001_R2_001	(1.0, 11.411794740873118)	(2.0, 1.8381414347715088)	(3.0, 0.7658922644881286)	(4.0, 0.40847587439366867)	(5.0, 0.0)	(6.0, 0.612713811590503)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 1.940260403369926)	('>50', 3.854991064590248)	('>100', 23.8192494255808)	('>500', 55.348480980342096)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
sample6619_S144_L001_R1_001	(1.0, 7.783251231527094)	(2.0, 1.477832512315271)	(3.0, 0.7389162561576355)	(4.0, 0.3940886699507389)	(5.0, 0.24630541871921183)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.4433497536945813)	('>10', 15.073891625615762)	('>50', 4.482758620689655)	('>100', 69.35960591133005)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
sample6619_S144_L001_R2_001	(1.0, 12.364532019704432)	(2.0, 2.3645320197044337)	(3.0, 1.3300492610837438)	(4.0, 0.5911330049261084)	(5.0, 0.24630541871921183)	(6.0, 0.2955665024630542)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 6.157635467980295)	('>50', 8.078817733990148)	('>100', 19.901477832512317)	('>500', 48.669950738916256)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
sample6620_S145_L001_R1_001	(1.0, 1.663920753983279)	(2.0, 0.7654444796921849)	(3.0, 0.5188239989357456)	(4.0, 0.45435474463012043)	(5.0, 0.322346271528126)	(6.0, 0.23331730129654832)	(7.0, 0.1934077629168756)	(8.0, 0.16373143950634972)	(9.0, 0.11972861513901822)	('>10', 2.432435198166208)	('>50', 0.8514034854330185)	('>100', 4.710348850298298)	('>500', 0.5597568588123331)	('>1k', 37.5374791498245)	('>5k', 5.28954881755201)	('>10k+', 44.18395227228538)
sample6620_S145_L001_R2_001	(1.0, 4.302043573029338)	(2.0, 0.35611588092631064)	(3.0, 0.2640169462039889)	(4.0, 0.24150387327186584)	(5.0, 0.20466429938293712)	(6.0, 0.18419786944464342)	(7.0, 0.3080197705713204)	(8.0, 0.15554486753103222)	(9.0, 0.14735829555571475)	('>10', 3.2521157171948714)	('>50', 1.2873384431186745)	('>100', 1.8951914122859979)	('>500', 0.0)	('>1k', 1.2576621197081488)	('>5k', 0.0)	('>10k+', 86.14422693177517)
sample6621_S146_L001_R1_001	(1.0, 1.7463630547193756)	(2.0, 0.6523950871083795)	(3.0, 0.4562570142960531)	(4.0, 0.2643144082818515)	(5.0, 0.2359950073945102)	(6.0, 0.23284840729591677)	(7.0, 0.1615254717277981)	(8.0, 0.20138240630998205)	(9.0, 0.16047660502826697)	('>10', 3.48223744244344)	('>50', 0.7803568244511805)	('>100', 4.374823003744454)	('>500', 2.6809032840016362)	('>1k', 13.193694213402418)	('>5k', 0.0)	('>10k+', 71.37642776979473)
sample6621_S146_L001_R2_001	(1.0, 5.256919898050157)	(2.0, 0.7321089562727473)	(3.0, 0.3650056114368425)	(4.0, 0.30626907626309774)	(5.0, 0.1783073389202966)	(6.0, 0.21396880670435595)	(7.0, 0.1688675386245162)	(8.0, 0.18460053911748356)	(9.0, 0.16047660502826697)	('>10', 2.732297752278663)	('>50', 1.6184013173765746)	('>100', 2.546648346461648)	('>500', 1.2061967044608302)	('>1k', 12.64199032944903)	('>5k', 0.0)	('>10k+', 71.6879411795555)
sample6622_S147_L001_R1_001	(1.0, 2.2543140374495167)	(2.0, 0.9790723289683025)	(3.0, 0.6755599069881287)	(4.0, 0.6070248439603475)	(5.0, 0.3181985069146983)	(6.0, 0.35246603842858887)	(7.0, 0.18847142332639824)	(8.0, 0.1174886794761963)	(9.0, 0.19826214661608127)	('>10', 1.1087994125566027)	('>50', 0.8468975645575817)	('>100', 6.787418920572757)	('>500', 0.0)	('>1k', 85.5660261901848)	('>5k', 0.0)	('>10k+', 0.0)
sample6622_S147_L001_R2_001	(1.0, 5.823032676538979)	(2.0, 0.5972341206706646)	(3.0, 0.5433851425774079)	(4.0, 0.4112103781666871)	(5.0, 0.2570064863541794)	(6.0, 0.35246603842858887)	(7.0, 0.22273895484028883)	(8.0, 0.33288459184922287)	(9.0, 0.37449516583037573)	('>10', 3.676416595275976)	('>50', 1.3511198139762575)	('>100', 1.6888997674703219)	('>500', 0.0)	('>1k', 0.0)	('>5k', 15.711663199118837)	('>10k+', 68.65744706890221)
sample6623_S148_L001_R1_001	(1.0, 1.8804247880606666)	(2.0, 0.8063293825214466)	(3.0, 0.5183546030495013)	(4.0, 0.41630038295593486)	(5.0, 0.2677660230177736)	(6.0, 0.27281821213131646)	(7.0, 0.30414178463528246)	(8.0, 0.25058858003172774)	(9.0, 0.20006668889629878)	('>10', 2.215890145199915)	('>50', 0.8548303980114583)	('>100', 5.981791910434792)	('>500', 6.214192609657765)	('>1k', 15.872967756929077)	('>5k', 17.78269524184829)	('>10k+', 46.16084149261875)
sample6623_S148_L001_R2_001	(1.0, 5.12190932330979)	(2.0, 0.5900956884618105)	(3.0, 0.36072630270696293)	(4.0, 0.33546535713924847)	(5.0, 0.2829225903584023)	(6.0, 0.23644245051380763)	(7.0, 0.21219194276880174)	(8.0, 0.2182545697050532)	(9.0, 0.1636909272787899)	('>10', 3.9912293996988897)	('>50', 1.6722745965826993)	('>100', 1.6833894126324935)	('>500', 0.6355653904836966)	('>1k', 5.674618812331383)	('>5k', 0.0)	('>10k+', 78.82122323602817)
sample6624_S149_L001_R1_001	(1.0, 1.4758006666947974)	(2.0, 0.6055107810456137)	(3.0, 0.44938605004430565)	(4.0, 0.33334739862441454)	(5.0, 0.24262627115068147)	(6.0, 0.24051647748850163)	(7.0, 0.16983838980547702)	(8.0, 0.17722266762310646)	(9.0, 0.16139921515675767)	('>10', 2.5961011013122914)	('>50', 1.1435081649014727)	('>100', 5.819865817123086)	('>500', 4.281826237393982)	('>1k', 22.48723574834381)	('>5k', 0.0)	('>10k+', 59.8158150132917)
sample6624_S149_L001_R2_001	(1.0, 4.791341406810414)	(2.0, 0.575973669775096)	(3.0, 0.31963373982024557)	(4.0, 0.30381028735389676)	(5.0, 0.2479007553061311)	(6.0, 0.20886957255580405)	(7.0, 0.22152833452888307)	(8.0, 0.10127009578463227)	(9.0, 0.11392885775771129)	('>10', 2.626693109413899)	('>50', 1.4631419047217182)	('>100', 2.9990716907886408)	('>500', 2.2458753533904385)	('>1k', 4.000168783492974)	('>5k', 6.406388455209081)	('>10k+', 73.37440398329043)
