Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
sample6292_S147_L001_R1_001	(1.0, 1.9464491407884528)	(2.0, 0.8086696913420627)	(3.0, 0.5359787489127624)	(4.0, 0.5265756129669245)	(5.0, 0.3761254378335175)	(6.0, 0.3385128940501657)	(7.0, 0.24683231857824586)	(8.0, 0.26328780648346223)	(9.0, 0.23272761465948896)	('>10', 4.19379863184372)	('>50', 1.5844284068736922)	('>100', 3.864688873739392)	('>500', 12.832929782082324)	('>1k', 13.122076212416841)	('>5k', 33.947671548461415)	('>10k+', 25.179247278967537)
sample6292_S147_L001_R2_001	(1.0, 4.19144784785726)	(2.0, 1.77719269376337)	(3.0, 0.9802769223536049)	(4.0, 0.6864289240461694)	(5.0, 0.3173558381720304)	(6.0, 0.2397799666188674)	(7.0, 0.19746585486259668)	(8.0, 0.24448153459178637)	(9.0, 0.12694233526881216)	('>10', 3.4321446202308468)	('>50', 1.7560356378852349)	('>100', 8.199534544770682)	('>500', 28.425679964268085)	('>1k', 49.425233315310656)	('>5k', 0.0)	('>10k+', 0.0)
sample6293_S148_L001_R1_001	(1.0, 1.9754404698344903)	(2.0, 0.7783741253828645)	(3.0, 0.5774580605277209)	(4.0, 0.337201787169472)	(5.0, 0.4074521594964453)	(6.0, 0.3456318318487088)	(7.0, 0.3245567201506168)	(8.0, 0.2697614297355776)	(9.0, 0.2908365414336696)	('>10', 4.581729283165201)	('>50', 2.472813105909461)	('>100', 8.226318599488577)	('>500', 8.916177255739456)	('>1k', 10.826987383033131)	('>5k', 0.0)	('>10k+', 59.66926124708461)
sample6293_S148_L001_R2_001	(1.0, 3.1514317025880234)	(2.0, 1.5033579677972293)	(3.0, 1.180206255093152)	(4.0, 0.8317644083513643)	(5.0, 0.63225335094276)	(6.0, 0.3877820552448928)	(7.0, 0.3835670329052744)	(8.0, 0.32596172759715625)	(9.0, 0.2655464073959592)	('>10', 5.372748475566921)	('>50', 2.180571557029252)	('>100', 6.838171242307584)	('>500', 0.0)	('>1k', 76.94663781718043)	('>5k', 0.0)	('>10k+', 0.0)
sample6294_S149_L001_R1_001	(1.0, 2.473479676504569)	(2.0, 1.0293036445751498)	(3.0, 0.6091797080138641)	(4.0, 0.525154920701607)	(5.0, 0.428876518572979)	(6.0, 0.2730805587648356)	(7.0, 0.28183314077652905)	(8.0, 0.0700206560935476)	(9.0, 0.1890557714525785)	('>10', 4.421804432307531)	('>50', 1.34964814620313)	('>100', 10.415572593915206)	('>500', 8.447992157686517)	('>1k', 22.170290235619508)	('>5k', 26.791653537793646)	('>10k+', 20.5230543010188)
sample6294_S149_L001_R2_001	(1.0, 4.780660294786962)	(2.0, 1.6909988446591744)	(3.0, 1.1448377271295032)	(4.0, 0.5881735111857999)	(5.0, 0.4813920106431397)	(6.0, 0.39911773973322134)	(7.0, 0.19605783706193328)	(8.0, 0.2660784931554809)	(9.0, 0.378111542905157)	('>10', 7.439694709939432)	('>50', 3.4362636977908485)	('>100', 26.324265658369217)	('>500', 18.96159367013269)	('>1k', 33.91275426250744)	('>5k', 0.0)	('>10k+', 0.0)
sample6615_S140_L001_R1_001	(1.0, 5.43390105433901)	(2.0, 1.9464720194647203)	(3.0, 0.7299270072992701)	(4.0, 0.0)	(5.0, 0.40551500405515)	(6.0, 0.48661800486618007)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 4.0551500405515)	('>50', 0.0)	('>100', 86.94241686942416)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
sample6615_S140_L001_R2_001	(1.0, 5.190592051905921)	(2.0, 1.7842660178426604)	(3.0, 3.1630170316301705)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.8921330089213302)	('>50', 0.0)	('>100', 20.35685320356853)	('>500', 68.61313868613139)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
sample6616_S141_L001_R1_001	(1.0, 23.46153846153846)	(2.0, 10.0)	(3.0, 3.4615384615384617)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 2.307692307692308)	(7.0, 0.0)	(8.0, 6.153846153846154)	(9.0, 3.4615384615384617)	('>10', 51.153846153846146)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
sample6616_S141_L001_R2_001	(1.0, 22.692307692307693)	(2.0, 3.8461538461538463)	(3.0, 1.153846153846154)	(4.0, 3.076923076923077)	(5.0, 5.769230769230769)	(6.0, 0.0)	(7.0, 2.6923076923076925)	(8.0, 3.076923076923077)	(9.0, 3.4615384615384617)	('>10', 54.230769230769226)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
sample6617_S142_L001_R1_001	(1.0, 4.878048780487805)	(2.0, 1.540436456996149)	(3.0, 0.12836970474967907)	(4.0, 0.17115960633290545)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.3423192126658109)	(9.0, 0.0)	('>10', 2.0967051775780914)	('>50', 0.0)	('>100', 90.84296106118957)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
sample6617_S142_L001_R2_001	(1.0, 4.9208386820710315)	(2.0, 1.2836970474967908)	(3.0, 0.7702182284980745)	(4.0, 0.5134788189987163)	(5.0, 0.21394950791613182)	(6.0, 0.25673940949935814)	(7.0, 0.2995293110825845)	(8.0, 0.0)	(9.0, 0.0)	('>10', 2.909713307659392)	('>50', 0.0)	('>100', 16.174582798459564)	('>500', 72.65725288831835)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
sample6618_S143_L001_R1_001	(1.0, 5.3633217993079585)	(2.0, 1.0380622837370241)	(3.0, 0.25951557093425603)	(4.0, 0.34602076124567477)	(5.0, 0.21626297577854672)	(6.0, 0.0)	(7.0, 0.3027681660899654)	(8.0, 0.34602076124567477)	(9.0, 0.0)	('>10', 3.2871972318339098)	('>50', 15.2681660899654)	('>100', 73.57266435986159)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
sample6618_S143_L001_R2_001	(1.0, 6.141868512110726)	(2.0, 1.5570934256055362)	(3.0, 0.5190311418685121)	(4.0, 0.34602076124567477)	(5.0, 0.21626297577854672)	(6.0, 0.7785467128027681)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 1.9463667820069204)	('>50', 0.0)	('>100', 20.198961937716263)	('>500', 68.29584775086505)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
sample6619_S144_L001_R1_001	(1.0, 6.005398110661268)	(2.0, 1.214574898785425)	(3.0, 0.4048582995951417)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 13.022941970310391)	('>50', 6.207827260458839)	('>100', 73.14439946018894)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
sample6619_S144_L001_R2_001	(1.0, 5.3306342780027)	(2.0, 2.968960863697706)	(3.0, 1.0121457489878543)	(4.0, 0.2699055330634278)	(5.0, 0.0)	(6.0, 0.4048582995951417)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	('>10', 2.631578947368421)	('>50', 4.790823211875844)	('>100', 17.94871794871795)	('>500', 64.64237516869096)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
sample6620_S145_L001_R1_001	(1.0, 1.3185472691987803)	(2.0, 0.6565012475741614)	(3.0, 0.43249237593568063)	(4.0, 0.3859162739118381)	(5.0, 0.32159689492653176)	(6.0, 0.1863044080953701)	(7.0, 0.147490989742168)	(8.0, 0.13307457721097865)	(9.0, 0.10978652619905739)	('>10', 1.8087052952592182)	('>50', 0.9481563626282229)	('>100', 4.359301358469643)	('>500', 0.5600221790962018)	('>1k', 43.8691433324092)	('>5k', 0.0)	('>10k+', 44.762960909342944)
sample6620_S145_L001_R2_001	(1.0, 0.5955087330191294)	(2.0, 0.24175214859994457)	(3.0, 0.24618796784031052)	(4.0, 0.2084835042971999)	(5.0, 0.17188799556418077)	(6.0, 0.24618796784031052)	(7.0, 0.20182977543665095)	(8.0, 0.09758802328805102)	(9.0, 0.11976711948988078)	('>10', 2.7435542001663435)	('>50', 1.0989742168006653)	('>100', 1.6090934294427501)	('>500', 0.0)	('>1k', 1.3163293595785972)	('>5k', 0.0)	('>10k+', 91.10285555863598)
sample6621_S146_L001_R1_001	(1.0, 1.370635486915092)	(2.0, 0.5247773148894055)	(3.0, 0.3487007158146707)	(4.0, 0.24397541832577624)	(5.0, 0.2013948028632587)	(6.0, 0.24857872810550788)	(7.0, 0.1691716344051373)	(8.0, 0.19333901074872833)	(9.0, 0.12428936405275394)	('>10', 2.984095564711027)	('>50', 0.6087877183695076)	('>100', 4.17290031532672)	('>500', 4.998043593343613)	('>1k', 11.360968536377655)	('>5k', 0.0)	('>10k+', 72.45034179575114)
sample6621_S146_L001_R2_001	(1.0, 1.1450733077082422)	(2.0, 0.44882270352383363)	(3.0, 0.30036596312748864)	(4.0, 0.23016548898658137)	(5.0, 0.18413239118926508)	(6.0, 0.20024397541832578)	(7.0, 0.12889267383248557)	(8.0, 0.19333901074872833)	(9.0, 0.17607659907473472)	('>10', 2.209588694271181)	('>50', 1.6307224894699288)	('>100', 2.012797201187654)	('>500', 2.381061983566184)	('>1k', 12.024995972103943)	('>5k', 0.0)	('>10k+', 76.73372154579143)
sample6622_S147_L001_R1_001	(1.0, 1.8092765570216525)	(2.0, 0.9260498353986565)	(3.0, 0.5861413698043519)	(4.0, 0.5352889221957552)	(5.0, 0.2810266841527715)	(6.0, 0.1445280089928539)	(7.0, 0.09367556138425716)	(8.0, 0.21411556887830208)	(9.0, 0.09635200599523593)	('>10', 0.752080935685036)	('>50', 0.7012284880764392)	('>100', 6.808875090330005)	('>500', 0.0)	('>1k', 87.05136097208468)	('>5k', 0.0)	('>10k+', 0.0)
sample6622_S147_L001_R2_001	(1.0, 1.0679013997805316)	(2.0, 0.562053368305543)	(3.0, 0.42555469314562533)	(4.0, 0.3318791317613682)	(5.0, 0.37470224553702863)	(6.0, 0.35329068864919844)	(7.0, 0.14988089821481146)	(8.0, 0.3425849102052833)	(9.0, 0.16861601049166286)	('>10', 3.2411744238952975)	('>50', 1.0812836228354255)	('>100', 1.7744827770789284)	('>500', 0.0)	('>1k', 0.0)	('>5k', 16.719749484784412)	('>10k+', 73.40684634531488)
sample6623_S148_L001_R1_001	(1.0, 1.5642964535243653)	(2.0, 0.6721499955779605)	(3.0, 0.4311488458477049)	(4.0, 0.3404970372335721)	(5.0, 0.2708499159812506)	(6.0, 0.21889095250729634)	(7.0, 0.2708499159812506)	(8.0, 0.14150526222693907)	(9.0, 0.15919342000530645)	('>10', 1.9445918457592641)	('>50', 1.0458123286459715)	('>100', 5.583930308658354)	('>500', 8.450517378615018)	('>1k', 14.044397276023702)	('>5k', 18.20995843282922)	('>10k+', 46.651410630582824)
sample6623_S148_L001_R2_001	(1.0, 0.9352613425311753)	(2.0, 0.3802953922348988)	(3.0, 0.2951711329265057)	(4.0, 0.30512072167683735)	(5.0, 0.27637746528699036)	(6.0, 0.21225789334040857)	(7.0, 0.1857256566728575)	(8.0, 0.17688157778367383)	(9.0, 0.11939506500397983)	('>10', 3.7244627222074818)	('>50', 1.2271159458742373)	('>100', 1.5366587069956665)	('>500', 0.6765720350225524)	('>1k', 6.009551605200318)	('>5k', 0.0)	('>10k+', 83.93915273724242)
sample6624_S149_L001_R1_001	(1.0, 1.0629351025557165)	(2.0, 0.4905854319487922)	(3.0, 0.3819558005887025)	(4.0, 0.3083679857963837)	(5.0, 0.19857029388403494)	(6.0, 0.1682007195253002)	(7.0, 0.20441059664533012)	(8.0, 0.15885623510722796)	(9.0, 0.15768817455496892)	('>10', 1.9541653039293556)	('>50', 1.1703966733635471)	('>100', 5.0752230995654815)	('>500', 3.7179367378404895)	('>1k', 23.475680979301966)	('>5k', 0.0)	('>10k+', 61.4750268653927)
sample6624_S149_L001_R2_001	(1.0, 0.7171891790870439)	(2.0, 0.320048591318974)	(3.0, 0.24178853431761904)	(4.0, 0.24295659486987803)	(5.0, 0.19857029388403494)	(6.0, 0.1962341727795169)	(7.0, 0.14717562958463767)	(8.0, 0.05606690650843339)	(9.0, 0.17871326449563146)	('>10', 2.179600990515348)	('>50', 1.330420969023034)	('>100', 1.7170490118207729)	('>500', 1.8350231275989348)	('>1k', 4.304303135074522)	('>5k', 6.9195907115824875)	('>10k+', 79.41526888753913)
